"occupation_c" "position_c" "age_c" "gender_c" "marital_status_c" "municipality_c" "occ_class_c" "occ_subclass_c" "occupation" "population" "HISCO"
1874" "M" "O" "Sloten" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Sloten/XIX/c_/Winkelbedienden>" 1 "45130"
"275929" "Winkelbedienden" "C" "25
---
35

1864
  ---
1854" "M" "O" "Alkmaar." "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XIX/f_/Winkelbedienden>" 2 "45130"
"275997" "Winkelbedienden" "C" "25
---
35

1864
  ---
1854" "M" "O" "Alkmaar." "XIX" "e." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XIX/e_/Winkelbedienden>" 2 "45130"
"276065" "Winkelbedienden" "C" "36
---
50

1853
  ---
1839" "M" "G" "X" "XIX" "e." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/e_/Winkelbedienden>" 20 "45130"
"276133" "Winkeliers" "A" "61
---
65

1828
  ---
1824" "M" "G" "Alkmaar." "XIX" "a." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XIX/a_/Winkeliers>" 5 "41030"
"276234" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "V" "O" "X" "XIX" "d." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/d_/Winkeliers>" 3 "41030"
"276335" "Winkeliers" "A" "71
en
daarboven

1818
en
vroeger" "M" "G" "Weesp" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Weesp/XIX/c_/Winkeliers>" 3 "41030"
"276436" "Winkeliers" "A" "71
en
daarboven

1818
en
vroeger" "V" "G" "X" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/c_/Winkeliers>" 20 "41030"
"276537" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "V" "G" "Velsen" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Velsen/XIX/c_/Winkeliers>" 4 "41030"
"276638" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "V" "G" "Haarlem." "XIX" "d." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/d_/Winkeliers>" 3 "41030"
"276739" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "V" "G" "Weesp" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Weesp/XIX/c_/Winkeliers>" 1 "41030"
"276840" "Winkeliers" "A" "23
---
24

1866
  ---
1865" "V" "O" "X" "XIX" "d." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/d_/Winkeliers>" 1 "41030"
"276941" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "V" "G" "Alkmaar." "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XIX/c_/Winkeliers>" 9 "41030"
"277042" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "V" "O" "Haarlem." "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/f_/Winkeliers>" 1 "41030"
"277143" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "M" "O" "Hilversum" "XIX" "C." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hilversum/XIX/C_/Winkeliers>" 1 "41030"
"277244" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "M" "O" "Nieuwer Amstel" "XIX" "e." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIX/e_/Winkeliers>" 2 "41030"
"277345" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "M" "G" "Haarlem." "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/f_/Winkeliers>" 8 "41030"
"277446" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "V" "O" "X" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/c_/Winkeliers>" 30 "41030"
"277547" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "M" "G" "Haarlem." "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/b_/Winkeliers>" 10 "41030"
"277648" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "M" "G" "III" "XIX" "a." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/III/XIX/a_/Winkeliers>" 10 "41030"
"277749" "Winkeliers" "A" "66
---
70

1823
---
1818" "M" "O" "Texel" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Texel/XIX/c_/Winkeliers>" 1 "41030"
"277850" "Winkeliers" "A" "18
---
22

1871
  ---
1867" "V" "G" "Nieuwer Amstel" "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIX/b_/Winkeliers>" 2 "41030"
"277951" "Winkeliers" "A" "66
---
70

1823
---
1818" "M" "G" "Haarlem." "XIX" "a." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/a_/Winkeliers>" 1 "41030"
"278052" "Winkeliers" "A" "71
en
daarboven

1818
en
vroeger" "M" "G" "Purmerend" "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Purmerend/XIX/b_/Winkeliers>" 2 "41030"
"278153" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "M" "G" "Nieuwer Amstel" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIX/c_/Winkeliers>" 30 "41030"
"278254" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "V" "G" "X" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/c_/Winkeliers>" 670 "41030"
"278355" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "M" "O" "Hilversum" "XIX" "e." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hilversum/XIX/e_/Winkeliers>" 1 "41030"
"278456" "Winkeliers" "A" "23
---
24

1866
  ---
1865" "V" "O" "Hoorn" "XXXII" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hoorn/XXXII/b_/Winkeliers>" 1 "41030"
"278557" "Winkeliers" "A" "71
en
daarboven

1818
en
vroeger" "M" "G" "III" "XIX" "c" "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/III/XIX/c/Winkeliers>" 9 "41030"
"278658" "Winkeliers" "A" "16
---
17

1873
  ---
1872" "M" "O" "X" "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/b_/Winkeliers>" 1 "41030"
"278759" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "M" "G" "Nieuwer Amstel" "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIX/f_/Winkeliers>" 1 "41030"
"278860" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "V" "G" "Velsen" "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Velsen/XIX/b_/Winkeliers>" 1 "41030"
"278961" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "M" "O" "III" "XIX" "c" "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/III/XIX/c/Winkeliers>" 2 "41030"
"279062" "Winkeliers" "A" "71
en
daarboven

1818
en
vroeger" "M" "G" "Purmerend" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Purmerend/XIX/c_/Winkeliers>" 4 "41030"
"279163" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "M" "G" "Haarlem." "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/c_/Winkeliers>" 70 "41030"
"279264" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "M" "G" "Haarlem." "XIX" "e." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/e_/Winkeliers>" 2 "41030"
"279365" "Winkeliers" "A" "61
---
65

1828
  ---
1824" "V" "G" "Zaandam" "XIX" "a." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/XIX/a_/Winkeliers>" 1 "41030"
"279466" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "V" "G" "Hilversum" "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hilversum/XIX/f_/Winkeliers>" 2 "41030"
"279567" "Winkeliers" "A" "66
---
70

1823
---
1818" "V" "G" "Alkmaar." "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XIX/c_/Winkeliers>" 1 "41030"
"279668" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "M" "G" "Nieuwer Amstel" "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIX/b_/Winkeliers>" 2 "41030"
"279769" "Winkeliers" "A" "61
---
65

1828
  ---
1824" "V" "G" "X" "XIX" "d." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/d_/Winkeliers>" 20 "41030"
"279870" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "M" "G" "Haarlem." "XIX" "d." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/d_/Winkeliers>" 1 "41030"
"279971" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "M" "G" "Haarlemmermeer" "XIX" "h." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlemmermeer/XIX/h_/Winkeliers>" 1 "41030"
"280072" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "V" "G" "Alkmaar." "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XIX/f_/Winkeliers>" 2 "41030"
"280173" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "V" "G" "Nieuwer Amstel" "XIX" "d." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIX/d_/Winkeliers>" 5 "41030"
"280274" "Winkeliers" "A" "71
en
daarboven

1818
en
vroeger" "M" "G" "Zaandam" "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/XIX/b_/Winkeliers>" 3 "41030"
"280375" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "M" "G" "Edam" "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Edam/XIX/b_/Winkeliers>" 2 "41030"
"280476" "Winkeliers" "A" "71
en
daarboven

1818
en
vroeger" "V" "G" "Nieuwer Amstel" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIX/c_/Winkeliers>" 5 "41030"
"280577" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "V" "G" "III" "XIX" "e" "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/III/XIX/e/Winkeliers>" 1 "41030"
"280678" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "M" "G" "Hoorn" "XIX" "d." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hoorn/XIX/d_/Winkeliers>" 3 "41030"
"280779" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "M" "G" "X" "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/f_/Winkeliers>" 30 "41030"
"280880" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "M" "G" "Nieuwer Amstel" "XIX" "a." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIX/a_/Winkeliers>" 10 "41030"
"280981" "Winkeliers" "A" "61
---
65

1828
  ---
1824" "V" "G" "Haarlem." "XIX" "d." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/d_/Winkeliers>" 3 "41030"
"281082" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "M" "G" "Edam" "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Edam/XIX/f_/Winkeliers>" 3 "41030"
"281183" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "V" "O" "Haarlem." "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/c_/Winkeliers>" 4 "41030"
"281284" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "V" "O" "X" "XIX" "h." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/h_/Winkeliers>" 3 "41030"
"281385" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "V" "G" "Haarlem." "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/b_/Winkeliers>" 10 "41030"
"281486" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "V" "G" "Sloten" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Sloten/XIX/c_/Winkeliers>" 2 "41030"
"281587" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "V" "G" "X" "XIX" "a." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/a_/Winkeliers>" 10 "41030"
"281688" "Winkeliers" "A" "23
---
24

1866
  ---
1865" "M" "O" "Haarlem." "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/b_/Winkeliers>" 2 "41030"
"281789" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "V" "G" "Weesp" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Weesp/XIX/c_/Winkeliers>" 2 "41030"
"281890" "Winkeliers" "A" "23
---
24

1866
  ---
1865" "M" "O" "Hoorn" "XXXII" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hoorn/XXXII/b_/Winkeliers>" 1 "41030"
"281991" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "V" "G" "Texel" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Texel/XIX/c_/Winkeliers>" 2 "41030"
"282092" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "M" "G" "Weesp" "XIX" "h." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Weesp/XIX/h_/Winkeliers>" 1 "41030"
"282193" "Winkeliers" "A" "66
---
70

1823
---
1818" "V" "G" "Haarlem." "XIX" "a." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/a_/Winkeliers>" 1 "41030"
"282294" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "V" "G" "Nieuwer Amstel" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIX/c_/Winkeliers>" 30 "41030"
"282395" "Winkeliers" "A" "71
en
daarboven

1818
en
vroeger" "V" "G" "X" "XIX" "a." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/a_/Winkeliers>" 1 "41030"
"282496" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "V" "O" "Alkmaar." "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XIX/f_/Winkeliers>" 2 "41030"
"282597" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "M" "G" "Purmerend" "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Purmerend/XIX/b_/Winkeliers>" 5 "41030"
"282698" "Winkeliers" "A" "71
en
daarboven

1818
en
vroeger" "M" "G" "X" "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/f_/Winkeliers>" 1 "41030"
"282799" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "M" "G" "Hilversum" "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hilversum/XIX/f_/Winkeliers>" 1 "41030"
"282900" "Winkeliers" "A" "66
---
70

1823
---
1818" "V" "G" "X" "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/f_/Winkeliers>" 2 "41030"
"283001" "Winkeliers" "A" "66
---
70

1823
---
1818" "M" "O" "Haarlem." "XIX" "a." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/a_/Winkeliers>" 1 "41030"
"283102" "Winkeliers" "A" "18
---
22

1871
  ---
1867" "M" "O" "X" "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/f_/Winkeliers>" 1 "41030"
"283203" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "M" "O" "Alkmaar." "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XIX/c_/Winkeliers>" 7 "41030"
"283304" "Winkeliers" "A" "71
en
daarboven

1818
en
vroeger" "V" "G" "X" "XIX" "d." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/d_/Winkeliers>" 1 "41030"
"283405" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "M" "G" "Sloten" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Sloten/XIX/c_/Winkeliers>" 3 "41030"
"283506" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "V" "G" "III" "XIX" "h" "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/III/XIX/h/Winkeliers>" 1 "41030"
"283607" "Winkeliers" "A" "18
---
22

1871
  ---
1867" "M" "O" "III" "XIX" "c" "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/III/XIX/c/Winkeliers>" 2 "41030"
"283708" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "M" "G" "Velsen" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Velsen/XIX/c_/Winkeliers>" 5 "41030"
"283809" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "V" "O" "Alkmaar." "XIX" "h" "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XIX/h/Winkeliers>" 1 "41030"
"283910" "Winkeliers" "A" "61
---
65

1828
  ---
1824" "V" "G" "Haarlem." "XIX" "a." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/a_/Winkeliers>" 1 "41030"
"284011" "Winkeliers" "A" "16
---
17

1873
  ---
1872" "M" "O" "X" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/c_/Winkeliers>" 5 "41030"
"284112" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "V" "O" "III" "XIX" "a." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/III/XIX/a_/Winkeliers>" 2 "41030"
"284213" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "V" "G" "Haarlem." "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/c_/Winkeliers>" 40 "41030"
"284314" "Winkeliers" "A" "61
---
65

1828
  ---
1824" "M" "G" "Texel" "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Texel/XIX/b_/Winkeliers>" 1 "41030"
"284415" "Winkeliers" "A" "23
---
24

1866
  ---
1865" "V" "O" "X" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/c_/Winkeliers>" 4 "41030"
"284516" "Winkeliers" "A" "61
---
65

1828
  ---
1824" "V" "G" "Haarlem." "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/f_/Winkeliers>" 1 "41030"
"284617" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "V" "G" "Alkmaar." "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XIX/b_/Winkeliers>" 10 "41030"
"284718" "Winkeliers" "A" "61
---
65

1828
  ---
1824" "M" "G" "Enkhuizen" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Enkhuizen/XIX/c_/Winkeliers>" 1 "41030"
"284819" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "M" "O" "Haarlem." "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/b_/Winkeliers>" 6 "41030"
"284920" "Winkeliers" "A" "61
---
65

1828
  ---
1824" "M" "G" "Alkmaar." "XIX" "e." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Alkmaar_/XIX/e_/Winkeliers>" 2 "41030"
"285021" "Winkeliers" "A" "23
---
24

1866
  ---
1865" "M" "O" "Nieuwer Amstel" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIX/c_/Winkeliers>" 1 "41030"
"285122" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "M" "G" "Purmerend" "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Purmerend/XIX/b_/Winkeliers>" 8 "41030"
"285223" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "M" "G" "Nieuwer Amstel" "XIX" "a." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIX/a_/Winkeliers>" 10 "41030"
"285324" "Winkeliers" "A" "66
---
70

1823
---
1818" "M" "G" "Enkhuizen" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Enkhuizen/XIX/c_/Winkeliers>" 4 "41030"
"285425" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "M" "G" "Hoorn" "XXXII" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hoorn/XXXII/b_/Winkeliers>" 10 "41030"
"285526" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "M" "O" "Hilversum" "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hilversum/XIX/b_/Winkeliers>" 1 "41030"
"285627" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "M" "G" "Purmerend" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Purmerend/XIX/c_/Winkeliers>" 30 "41030"
"285728" "Winkeliers" "A" "18
---
22

1871
  ---
1867" "M" "G" "Edam" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Edam/XIX/c_/Winkeliers>" 1 "41030"
"285829" "Winkeliers" "A" "61
---
65

1828
  ---
1824" "M" "G" "Purmerend" "XIX" "a." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Purmerend/XIX/a_/Winkeliers>" 1 "41030"
"285930" "Winkeliers" "A" "61
---
65

1828
  ---
1824" "V" "O" "Hoorn" "XXXII" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hoorn/XXXII/b_/Winkeliers>" 1 "41030"
"286031" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "V" "G" "Velsen" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Velsen/XIX/c_/Winkeliers>" 3 "41030"
"286132" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "V" "O" "X" "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/f_/Winkeliers>" 5 "41030"
"286233" "Winkeliers" "A" "36
---
50

1853
  ---
1839" "M" "G" "III" "XIX" "h" "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/III/XIX/h/Winkeliers>" 2 "41030"
"286334" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "M" "G" "Hoorn" "XIX" "f." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Hoorn/XIX/f_/Winkeliers>" 1 "41030"
"286435" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "M" "G" "Nieuwer Amstel" "XIX" "h." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Nieuwer_Amstel/XIX/h_/Winkeliers>" 2 "41030"
"286536" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "M" "O" "Haarlem." "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/b_/Winkeliers>" 10 "41030"
"286637" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "M" "G" "Texel" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Texel/XIX/c_/Winkeliers>" 4 "41030"
"286738" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "V" "O" "Haarlem." "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/b_/Winkeliers>" 4 "41030"
"286839" "Winkeliers" "A" "66
---
70

1823
---
1818" "V" "G" "Purmerend" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Purmerend/XIX/c_/Winkeliers>" 2 "41030"
"286940" "Winkeliers" "A" "25
---
35

1864
  ---
1854" "V" "G" "Haarlem." "XIX" "a." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Haarlem_/XIX/a_/Winkeliers>" 3 "41030"
"287041" "Winkeliers" "A" "71
en
daarboven

1818
en
vroeger" "M" "G" "Zaandam" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Zaandam/XIX/c_/Winkeliers>" 2 "41030"
"287142" "Winkeliers" "A" "66
---
70

1823
---
1818" "M" "G" "X" "XIX" "c." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/X/XIX/c_/Winkeliers>" 140 "41030"
"287243" "Winkeliers" "A" "51
---
60

1838
  ---
1829" "V" "G" "Velsen" "XIX" "b." "<http://www.data2semantics.org/data/BRT_1889_08_T1_marked/Tabel_1/Velsen/XIX/b_/Winkeliers>" 2 "41030"
"287344" "Winkeliers" "A" "36
---
50

1853
  ---
